Gene_symbol,Cell_type,Mean_log2_fold_change,Adjusted_p_value
Cables1,LEC,1.110978973,0.007778836
Ell,LEC,0.732811162,0.007896328
Micu2,LEC,0.673130754,0.008020753
Tmem138,LEC,2.013365205,0.008211043
Spen,LEC,0.661515382,0.008588898
Mad1l1,LEC,0.874474332,0.008613019
BC048559,LEC,3.198995242,0.008649395
Rhobtb3,LEC,1.615282334,0.009007546
Tmlhe,LEC,0.741819047,0.009036833
Cit,LEC,0.921193054,0.009124128
Rab11fip5,LEC,0.953314269,0.009130398
Pced1b,LEC,0.648417789,0.009539209
Fam43a,LEC,0.722581607,0.009977426
